2024-04-13 18:24:14,335 INFO    StreamThr :44453 [internal.py:wandb_internal():86] W&B internal server running at pid: 44453, started at: 2024-04-13 18:24:14.334434
2024-04-13 18:24:14,335 DEBUG   HandlerThread:44453 [handler.py:handle_request():146] handle_request: status
2024-04-13 18:24:14,336 INFO    WriterThread:44453 [datastore.py:open_for_write():87] open: /Users/ming/Courses/5180/project/dqn-breakout/wandb/run-20240413_182414-4z3fzc7k/run-4z3fzc7k.wandb
2024-04-13 18:24:14,337 DEBUG   SenderThread:44453 [sender.py:send():379] send: header
2024-04-13 18:24:14,363 DEBUG   SenderThread:44453 [sender.py:send():379] send: run
2024-04-13 18:24:14,601 INFO    SenderThread:44453 [dir_watcher.py:__init__():211] watching files in: /Users/ming/Courses/5180/project/dqn-breakout/wandb/run-20240413_182414-4z3fzc7k/files
2024-04-13 18:24:14,602 INFO    SenderThread:44453 [sender.py:_start_run_threads():1124] run started: 4z3fzc7k with start time 1713047054.334802
2024-04-13 18:24:14,610 DEBUG   HandlerThread:44453 [handler.py:handle_request():146] handle_request: check_version
2024-04-13 18:24:14,610 DEBUG   SenderThread:44453 [sender.py:send_request():406] send_request: check_version
2024-04-13 18:24:14,677 DEBUG   HandlerThread:44453 [handler.py:handle_request():146] handle_request: run_start
2024-04-13 18:24:14,756 DEBUG   HandlerThread:44453 [system_info.py:__init__():26] System info init
2024-04-13 18:24:14,761 DEBUG   HandlerThread:44453 [system_info.py:__init__():41] System info init done
2024-04-13 18:24:14,761 INFO    HandlerThread:44453 [system_monitor.py:start():194] Starting system monitor
2024-04-13 18:24:14,763 INFO    SystemMonitor:44453 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-13 18:24:14,772 INFO    HandlerThread:44453 [system_monitor.py:probe():214] Collecting system info
2024-04-13 18:24:14,772 INFO    SystemMonitor:44453 [interfaces.py:start():190] Started cpu monitoring
2024-04-13 18:24:14,776 DEBUG   HandlerThread:44453 [system_info.py:probe():150] Probing system
2024-04-13 18:24:14,777 INFO    SystemMonitor:44453 [interfaces.py:start():190] Started disk monitoring
2024-04-13 18:24:14,964 INFO    SystemMonitor:44453 [interfaces.py:start():190] Started gpuapple monitoring
